open,high,low,close,volume,date
5541.32,5560.053333333333,5515.496666666666,5528.716666666667,1654910000.0,2007-02-26
5515.63,5516.516666666666,5292.613333333334,5341.046666666666,2498636666.6666665,2007-02-27
5341.816666666667,5400.406666666667,5326.013333333333,5363.866666666666,2319506666.6666665,2007-02-28
5350.87,5372.61,5266.616666666667,5347.240000000001,2319223333.3333335,2007-03-01
5342.266666666667,5350.6866666666665,5287.413333333334,5289.756666666667,1993410000.0,2007-03-02
5288.906666666667,5319.513333333333,5251.16,5255.07,2016990000.0,2007-03-05
5262.793333333334,5337.483333333334,5261.9800000000005,5329.38,1919466666.6666667,2007-03-06
5327.376666666666,5348.96,5313.849999999999,5319.686666666667,1788073333.3333333,2007-03-07
5327.253333333333,5371.256666666667,5322.403333333333,5350.106666666667,1748610000.0,2007-03-08
5355.693333333334,5381.943333333334,5333.79,5355.57,1569713333.3333333,2007-03-09
5354.54,5387.77,5343.1033333333335,5375.836666666667,1507186666.6666667,2007-03-12
5367.526666666667,5369.926666666666,5266.586666666667,5268.16,2010970000.0,2007-03-13
5267.7733333333335,5300.923333333333,5211.72,5297.4366666666665,2115810000.0,2007-03-14
5297.096666666667,5322.156666666667,5286.2733333333335,5310.22,1581643333.3333333,2007-03-15
5309.593333333333,5324.3966666666665,5276.706666666666,5290.006666666667,1937983333.3333333,2007-03-16
5294.006666666667,5345.89,5292.97,5340.88,1545543333.3333333,2007-03-19
5341.223333333333,5372.733333333334,5335.666666666667,5369.083333333333,1584833333.3333333,2007-03-20
5371.813333333333,5458.046666666667,5359.55,5446.16,1863170000.0,2007-03-21
5446.2733333333335,5457.1033333333335,5426.966666666667,5449.139999999999,1749986666.6666667,2007-03-22
5448.956666666666,5469.966666666667,5443.223333333333,5455.349999999999,1486633333.3333333,2007-03-23
5456.026666666668,5460.02,5406.150000000001,5454.066666666667,1597496666.6666667,2007-03-26
5451.693333333334,5452.0633333333335,5412.666666666667,5421.110000000001,1530146666.6666667,2007-03-27
5417.343333333333,5419.72,5361.526666666667,5378.2300000000005,1697860000.0,2007-03-28
5383.716666666666,5413.73,5359.2300000000005,5396.386666666666,1662980000.0,2007-03-29
5397.113333333334,5426.033333333334,5351.503333333333,5398.95,1712046666.6666667,2007-03-30
5400.236666666667,5416.136666666666,5383.2300000000005,5409.703333333334,1623156666.6666667,2007-04-02
5411.873333333333,5477.003333333334,5411.873333333333,5466.133333333332,1691420000.0,2007-04-03
5467.016666666666,5481.053333333333,5459.84,5476.036666666667,1586583333.3333333,2007-04-04
5473.2699999999995,5496.23,5464.22,5491.766666666667,1353320000.0,2007-04-05
5494.81,5506.793333333334,5487.723333333332,5494.31,1418626666.6666667,2007-04-09
5493.733333333334,5505.583333333333,5487.163333333333,5499.95,1519776666.6666667,2007-04-10
5499.703333333334,5502.31,5448.016666666667,5460.933333333333,1717876666.6666667,2007-04-11
5459.41,5495.259999999999,5436.946666666667,5493.693333333333,1631456666.6666667,2007-04-12
5493.133333333334,5520.143333333333,5480.863333333334,5518.973333333332,1582860000.0,2007-04-13
5521.676666666666,5572.943333333334,5521.566666666667,5569.04,1624856666.6666667,2007-04-16
5569.05,5595.4800000000005,5561.733333333334,5587.156666666667,1692790000.0,2007-04-17
5583.296666666666,5611.079999999999,5565.016666666666,5595.613333333334,1760013333.3333333,2007-04-18
5589.823333333334,5606.753333333333,5563.243333333333,5594.903333333333,1763040000.0,2007-04-19
5602.356666666667,5661.09,5598.7,5657.573333333334,1943286666.6666667,2007-04-20
5657.36,5667.546666666666,5638.43,5641.333333333333,1575613333.3333333,2007-04-23
5642.986666666667,5667.72,5628.2266666666665,5652.963333333333,1859586666.6666667,2007-04-24
5655.079999999999,5718.4766666666665,5651.846666666667,5711.066666666667,2048960000.0,2007-04-25
5711.866666666666,5730.486666666667,5701.136666666666,5718.07,1956503333.3333333,2007-04-26
5717.576666666667,5736.103333333333,5704.056666666666,5724.073333333334,1693960000.0,2007-04-27
5724.11,5739.323333333334,5689.636666666666,5690.123333333333,1812740000.0,2007-04-30
5691.69,5719.133333333334,5676.19,5717.990000000001,2000353333.3333333,2007-05-01
5717.343333333333,5772.736666666667,5716.206666666668,5755.213333333333,1838096666.6666667,2007-05-02
5754.353333333333,5773.32,5749.143333333333,5769.743333333333,1797450000.0,2007-05-03
5773.31,5790.943333333334,5764.1033333333335,5780.796666666666,1737460000.0,2007-05-04
5780.78,5802.916666666667,5778.5199999999995,5797.799999999999,1467860000.0,2007-05-07
5793.98,5798.513333333333,5763.123333333333,5796.18,1639690000.0,2007-05-08
5788.5233333333335,5821.0233333333335,5779.276666666668,5817.263333333333,1758936666.6666667,2007-05-09
5812.06,5814.063333333333,5745.1466666666665,5746.78,1831163333.3333333,2007-05-10
5748.443333333334,5800.713333333333,5747.7266666666665,5798.096666666667,1568056666.6666667,2007-05-11
5798.54,5821.196666666667,5777.766666666667,5798.790000000001,1639066666.6666667,2007-05-14
5797.943333333333,5851.403333333333,5787.91,5803.44,1841343333.3333333,2007-05-15
5840.139999999999,5850.38,5794.676666666666,5849.696666666667,1738063333.3333333,2007-05-16
5848.62,5860.5199999999995,5830.849999999999,5842.95,1663110000.0,2007-05-17
5845.736666666667,5880.086666666666,5843.2699999999995,5879.243333333333,1746303333.3333333,2007-05-18
5880.07,5901.256666666667,5870.900000000001,5882.256666666665,1885043333.3333333,2007-05-21
5883.376666666666,5902.983333333334,5874.993333333333,5884.03,1668580000.0,2007-05-22
5885.849999999999,5914.376666666667,5867.766666666666,5874.993333333333,1767860000.0,2007-05-23
5873.97,5913.196666666667,5820.12,5828.853333333333,1985730000.0,2007-05-24
5832.283333333333,5864.526666666668,5830.676666666666,5860.066666666667,1353140000.0,2007-05-25
5861.290000000001,5887.606666666667,5845.256666666667,5870.503333333334,1476136666.6666667,2007-05-29
5863.886666666666,5919.636666666666,5839.490000000001,5918.633333333334,1724713333.3333333,2007-05-30
5920.886666666666,5938.843333333333,5912.423333333333,5920.926666666666,1955296666.6666667,2007-05-31
5924.44,5952.986666666667,5921.233333333333,5939.456666666668,1673276666.6666667,2007-06-01
5936.513333333333,5950.22,5918.646666666667,5944.596666666667,1621326666.6666667,2007-06-04
5941.156666666667,5941.9800000000005,5890.543333333334,5912.546666666666,1781766666.6666667,2007-06-05
5906.93,5907.066666666667,5843.416666666667,5856.743333333333,1788150000.0,2007-06-06
5852.736666666667,5861.103333333333,5763.856666666667,5766.276666666668,2184530000.0,2007-06-07
5766.329999999999,5837.573333333334,5757.97,5835.2,1714530000.0,2007-06-08
5833.889999999999,5859.486666666667,5817.276666666666,5835.41,1441186666.6666667,2007-06-11
5831.306666666666,5845.906666666667,5778.5233333333335,5779.259999999999,1778943333.3333333,2007-06-12
5779.580000000001,5861.043333333334,5778.996666666667,5860.110000000001,1805863333.3333333,2007-06-13
5860.716666666667,5904.2733333333335,5859.62,5892.036666666667,1659510000.0,2007-06-14
5901.650000000001,5952.626666666667,5900.06,5933.033333333333,2083953333.3333333,2007-06-15
5934.413333333333,5944.943333333334,5918.576666666667,5923.543333333332,1457246666.6666667,2007-06-18
5921.003333333334,5939.7733333333335,5905.103333333333,5931.96,1659730000.0,2007-06-19
5934.1466666666665,5948.759999999999,5865.079999999999,5867.406666666667,2118276666.6666667,2007-06-20
5865.603333333333,5901.883333333334,5829.89,5894.996666666666,1988306666.6666667,2007-06-21
5892.526666666668,5893.350000000001,5814.556666666666,5817.259999999999,2635180000.0,2007-06-22
5817.746666666667,5869.643333333333,5786.986666666667,5808.956666666666,1859326666.6666667,2007-06-25
5813.09,5849.843333333333,5788.533333333333,5801.57,1913270000.0,2007-06-26
5797.793333333334,5848.576666666667,5768.163333333334,5846.473333333332,1888140000.0,2007-06-27
5846.6466666666665,5879.243333333333,5832.43,5845.453333333334,1712416666.6666667,2007-06-28
5849.416666666667,5889.543333333334,5799.233333333334,5838.400000000001,1865313333.3333333,2007-06-29
5843.883333333334,5896.540000000001,5843.006666666667,5895.72,1566413333.3333333,2007-07-02
5895.786666666667,5920.883333333334,5895.216666666667,5915.706666666666,920496666.6666666,2007-07-03
5915.8,5921.546666666666,5889.663333333333,5915.963333333333,1502106666.6666667,2007-07-05
5913.423333333333,5944.666666666667,5902.490000000001,5936.21,1404890000.0,2007-07-06
5937.360000000001,5959.103333333333,5932.366666666666,5950.613333333334,1601123333.3333333,2007-07-09
5946.103333333333,5947.88,5881.28,5883.66,1916013333.3333333,2007-07-10
5882.483333333334,5920.876666666667,5870.926666666666,5916.14,1773863333.3333333,2007-07-11
5920.276666666668,6039.863333333334,5920.143333333333,6037.053333333333,1985490000.0,2007-07-12
6034.833333333333,6065.009999999999,6028.2733333333335,6055.583333333333,1584710000.0,2007-07-13
6054.329999999999,6085.713333333333,6045.126666666666,6065.943333333334,1554743333.3333333,2007-07-16
6067.86,6099.07,6064.05,6077.736666666667,1810616666.6666667,2007-07-17
6066.509999999999,6071.670000000001,6010.509999999999,6054.626666666666,2063666666.6666667,2007-07-18
6060.526666666668,6098.596666666667,6058.586666666667,6091.176666666666,1898113333.3333333,2007-07-19
6087.97,6090.926666666666,6000.503333333334,6024.259999999999,2153116666.6666665,2007-07-20
6028.093333333333,6075.416666666667,6024.733333333333,6058.5233333333335,1791410000.0,2007-07-23
6052.056666666666,6054.986666666667,5948.079999999999,5955.95,2292030000.0,2007-07-24
5963.156666666667,6004.113333333334,5935.573333333334,5983.776666666668,2344103333.3333335,2007-07-25
5973.986666666667,5978.0,5788.136666666666,5851.856666666667,2763856666.6666665,2007-07-26
5851.663333333334,5872.7733333333335,5762.16,5762.22,2609020000.0,2007-07-27
5764.426666666666,5822.536666666667,5741.923333333333,5805.166666666667,2238646666.6666665,2007-07-30
5813.626666666667,5864.759999999999,5733.313333333334,5737.843333333333,2544513333.3333335,2007-07-31
5734.923333333333,5806.170000000001,5696.016666666666,5794.016666666666,2841670000.0,2007-08-01
5793.623333333333,5853.013333333333,5788.046666666666,5837.170000000001,2363550000.0,2007-08-02
5835.783333333333,5840.200000000001,5706.386666666666,5708.740000000001,2359446666.6666665,2007-08-03
5713.68,5828.386666666666,5692.643333333333,5827.926666666666,2731523333.3333335,2007-08-06
5822.706666666666,5891.406666666667,5775.47,5847.536666666667,2628920000.0,2007-08-07
5852.016666666666,5942.486666666667,5847.87,5922.776666666668,3110163333.3333335,2007-08-08
5907.5233333333335,5921.823333333334,5760.086666666667,5760.086666666667,3281846666.6666665,2007-08-09
5751.073333333334,5779.263333333333,5663.586666666667,5746.0233333333335,2962303333.3333335,2007-08-10
5753.186666666667,5792.316666666667,5737.45,5743.896666666667,2022096666.6666667,2007-08-13
5745.95,5759.670000000001,5647.863333333334,5651.526666666668,2022203333.3333333,2007-08-14
5646.946666666667,5693.496666666666,5565.496666666666,5575.666666666667,2274520000.0,2007-08-15
5569.673333333333,5587.44,5425.076666666667,5569.373333333334,3415356666.6666665,2007-08-16
5589.8966666666665,5714.323333333334,5575.143333333333,5676.683333333333,2191440000.0,2007-08-17
5678.696666666667,5716.573333333334,5633.576666666667,5691.830000000001,1736526666.6666667,2007-08-20
5689.303333333333,5721.103333333333,5664.196666666667,5686.426666666666,1631076666.6666667,2007-08-21
5693.626666666667,5755.946666666667,5689.676666666666,5751.0,1767236666.6666667,2007-08-22
5754.196666666667,5778.683333333333,5717.866666666666,5746.693333333333,1635143333.3333333,2007-08-23
5745.956666666666,5812.5199999999995,5734.61,5811.643333333333,1450773333.3333333,2007-08-24
5808.9766666666665,5813.506666666667,5776.336666666666,5783.389999999999,1290883333.3333333,2007-08-27
5777.18,5777.793333333334,5655.78,5658.283333333333,1623786666.6666667,2007-08-28
5664.633333333334,5773.453333333334,5662.56,5772.07,1567076666.6666667,2007-08-29
5765.553333333333,5790.4766666666665,5726.106666666667,5753.889999999999,1493703333.3333333,2007-08-30
5764.88,5837.843333333333,5759.413333333333,5809.363333333334,1501056666.6666667,2007-08-31
5809.576666666667,5878.303333333333,5795.343333333333,5856.173333333333,1630650000.0,2007-09-04
5849.963333333333,5851.156666666667,5770.426666666666,5794.57,1715090000.0,2007-09-05
5798.07,5833.696666666667,5779.25,5818.740000000001,1486136666.6666667,2007-09-06
5806.923333333333,5807.886666666666,5695.943333333334,5710.876666666666,1778633333.3333333,2007-09-07
5717.223333333332,5752.7733333333335,5666.05,5712.886666666666,1609636666.6666667,2007-09-10
5718.123333333333,5799.123333333334,5717.900000000001,5792.45,1653073333.3333333,2007-09-11
5787.413333333333,5817.23,5773.053333333333,5785.093333333333,1656523333.3333333,2007-09-12
5790.326666666667,5857.183333333333,5784.419999999999,5836.63,1584513333.3333333,2007-09-13
5829.163333333333,5849.79,5791.583333333333,5842.983333333334,1477700000.0,2007-09-14
5840.076666666667,5843.956666666668,5803.183333333334,5820.576666666667,1391960000.0,2007-09-17
5824.256666666667,5970.503333333333,5820.983333333334,5970.276666666666,2023393333.3333333,2007-09-18
5975.416666666667,6029.753333333334,5971.509999999999,6003.69,2102383333.3333333,2007-09-19
6000.596666666667,6006.903333333333,5968.5,5979.913333333334,1636680000.0,2007-09-20
5985.943333333334,6028.916666666667,5984.44,6005.72,2122383333.3333333,2007-09-21
6007.913333333333,6032.25,5975.866666666666,5981.579999999999,1738983333.3333333,2007-09-24
5977.57,5996.46,5953.256666666667,5993.103333333333,1770566666.6666667,2007-09-25
5998.149999999999,6051.47,5995.836666666666,6034.2,1809320000.0,2007-09-26
6039.556666666667,6055.223333333332,6031.993333333333,6051.303333333333,1591390000.0,2007-09-27
6051.276666666668,6058.433333333333,6021.426666666666,6041.293333333332,1686090000.0,2007-09-28
6042.416666666667,6136.02,6041.670000000001,6125.193333333333,1800596666.6666667,2007-10-01
6124.916666666667,6134.196666666667,6095.056666666666,6113.683333333333,1670546666.6666667,2007-10-02
6106.326666666667,6110.306666666666,6068.433333333333,6079.0233333333335,1698443333.3333333,2007-10-03
6081.063333333333,6096.650000000001,6069.103333333333,6083.573333333334,1509750000.0,2007-10-04
6089.196666666667,6157.126666666667,6087.506666666667,6134.639999999999,1705143333.3333333,2007-10-05
6133.196666666667,6137.28,6110.09,6127.893333333333,1217893333.3333333,2007-10-08
6130.286666666667,6179.546666666666,6123.576666666667,6177.863333333334,1657966666.6666667,2007-10-09
6178.4800000000005,6181.37,6120.316666666667,6150.923333333333,1708223333.3333333,2007-10-10
6156.123333333334,6202.7300000000005,6084.91,6113.91,2218346666.6666665,2007-10-11
6117.18,6156.993333333333,6115.373333333333,6153.5199999999995,1641740000.0,2007-10-12
6154.616666666666,6164.973333333332,6069.936666666666,6104.5199999999995,1775633333.3333333,2007-10-15
6101.393333333333,6107.213333333333,6057.873333333333,6071.793333333334,1834333333.3333333,2007-10-16
6088.920000000001,6122.486666666667,6018.646666666667,6075.483333333334,2117856666.6666667,2007-10-17
6068.5,6086.599999999999,6040.740000000001,6076.116666666666,1793920000.0,2007-10-18
6075.93,6075.93,5912.453333333334,5915.936666666667,2288323333.3333335,2007-10-19
5908.423333333333,5950.25,5865.343333333333,5942.41,1886660000.0,2007-10-22
5951.25,6001.290000000001,5934.34,5998.360000000001,1950480000.0,2007-10-23
5989.173333333333,5996.546666666666,5893.34,5988.63,2334043333.3333335,2007-10-24
5990.53,6017.263333333333,5927.056666666666,5979.06,2403883333.3333335,2007-10-25
6001.45,6052.363333333334,5990.653333333333,6048.723333333334,2169063333.3333335,2007-10-26
6053.143333333333,6090.48,6048.996666666666,6076.2266666666665,1782380000.0,2007-10-29
6071.926666666666,6079.176666666666,6037.21,6046.733333333333,1841393333.3333333,2007-10-30
6050.670000000001,6125.600000000001,6037.583333333333,6112.836666666667,2255086666.6666665,2007-10-31
6101.650000000001,6101.860000000001,5949.586666666667,5957.046666666666,2368480000.0,2007-11-01
5964.586666666666,5987.693333333334,5904.123333333334,5971.71,2330606666.6666665,2007-11-02
5960.329999999999,5978.873333333334,5902.923333333333,5946.916666666667,2057170000.0,2007-11-05
5952.493333333333,6005.32,5930.383333333334,6002.13,2204560000.0,2007-11-06
5986.876666666666,5990.9800000000005,5836.326666666667,5841.466666666667,2372463333.3333335,2007-11-07
5841.123333333334,5863.183333333333,5725.94,5812.3533333333335,3101736666.6666665,2007-11-08
5792.573333333334,5801.673333333333,5696.746666666666,5708.126666666667,2633226666.6666665,2007-11-09
5704.076666666667,5756.860000000001,5667.5233333333335,5670.286666666667,2435080000.0,2007-11-12
5676.610000000001,5824.823333333334,5676.610000000001,5820.596666666667,2367446666.6666665,2007-11-13
5828.966666666667,5852.553333333333,5766.876666666667,5781.97,2239746666.6666665,2007-11-14
5778.44,5795.82,5700.236666666667,5726.57,2157686666.6666665,2007-11-15
5731.459999999999,5771.126666666667,5697.043333333332,5757.59,2333156666.6666665,2007-11-16
5751.813333333333,5753.716666666667,5650.436666666666,5661.696666666667,2197816666.6666665,2007-11-19
5664.653333333333,5731.276666666668,5604.426666666666,5682.216666666667,2602776666.6666665,2007-11-20
5670.63,5680.426666666666,5581.456666666668,5592.653333333333,2131836666.6666667,2007-11-21
5597.56,5674.43,5593.756666666667,5672.7266666666665,846433333.3333334,2007-11-23
5673.516666666666,5699.026666666666,5556.666666666667,5563.883333333334,1997160000.0,2007-11-26
5570.783333333333,5669.09,5566.193333333334,5655.823333333334,2261240000.0,2007-11-27
5666.106666666667,5821.806666666666,5665.950000000001,5807.126666666667,2445560000.0,2007-11-28
5802.893333333333,5831.763333333333,5773.866666666666,5816.526666666668,1961103333.3333333,2007-11-29
5826.563333333334,5884.056666666666,5798.263333333333,5837.94,2435370000.0,2007-11-30
5834.253333333333,5852.073333333334,5801.106666666667,5808.04,1843376666.6666667,2007-12-03
5800.973333333332,5807.876666666667,5770.693333333334,5777.116666666666,1864433333.3333333,2007-12-04
5786.063333333334,5872.683333333333,5785.546666666666,5865.443333333333,2059766666.6666667,2007-12-05
5865.436666666667,5950.006666666667,5857.693333333334,5945.419999999999,1912173333.3333333,2007-12-06
5945.733333333334,5963.563333333334,5933.326666666667,5945.466666666667,1737400000.0,2007-12-07
5946.463333333333,6000.043333333334,5945.033333333333,5987.313333333334,1626173333.3333333,2007-12-10
5988.88,6012.833333333333,5846.650000000001,5854.256666666667,2185336666.6666665,2007-12-11
5875.213333333333,5976.356666666667,5809.563333333333,5877.209999999999,2368163333.3333335,2007-12-12
5869.566666666666,5895.786666666667,5821.566666666667,5891.62,2009243333.3333333,2007-12-13
5882.993333333333,5891.303333333333,5811.553333333333,5814.513333333333,1849676666.6666667,2007-12-14
5809.16,5810.290000000001,5726.1033333333335,5729.186666666667,1895180000.0,2007-12-17
5737.389999999999,5781.333333333333,5693.88,5761.16,1979766666.6666667,2007-12-18
5760.003333333333,5791.526666666668,5725.14,5753.759999999999,1815183333.3333333,2007-12-19
5763.666666666667,5796.936666666666,5735.350000000001,5782.206666666666,1897090000.0,2007-12-20
5793.900000000001,5883.79,5792.116666666666,5875.7,2482663333.3333335,2007-12-21
5876.543333333332,5925.626666666666,5876.056666666666,5919.996666666667,710813333.3333334,2007-12-24
5915.296666666666,5929.906666666667,5893.12,5924.586666666667,1124913333.3333333,2007-12-26
5919.746666666666,5921.07,5833.676666666666,5837.556666666666,1612120000.0,2007-12-27
5844.806666666666,5879.053333333333,5810.546666666666,5839.606666666667,1300763333.3333333,2007-12-28
5834.396666666667,5836.389999999999,5785.916666666667,5795.153333333333,1354223333.3333333,2007-12-31
5794.566666666667,5804.27,5677.083333333333,5700.25,1922973333.3333333,2008-01-02
5701.21,5739.666666666667,5686.490000000001,5702.186666666666,1866773333.3333333,2008-01-03
5687.216666666667,5687.2699999999995,5567.636666666666,5572.153333333333,2328840000.0,2008-01-04
5576.456666666666,5609.88,5536.173333333333,5581.043333333334,2376020000.0,2008-01-07
5581.193333333333,5621.373333333333,5464.740000000001,5473.256666666667,2531520000.0,2008-01-08
5474.7699999999995,5540.793333333334,5429.283333333334,5539.663333333333,2835030000.0,2008-01-09
5530.670000000001,5621.31,5491.419999999999,5587.313333333333,2712073333.3333335,2008-01-10
5580.836666666667,5581.666666666667,5455.85,5482.419999999999,2384406666.6666665,2008-01-11
5495.8533333333335,5565.196666666667,5490.650000000001,5557.566666666667,2020563333.3333333,2008-01-14
5546.139999999999,5548.223333333332,5427.276666666667,5433.216666666667,2443820000.0,2008-01-15
5414.926666666666,5478.233333333333,5372.586666666667,5411.316666666667,3112663333.3333335,2008-01-16
5415.86,5437.28,5266.626666666666,5279.786666666666,2842963333.3333335,2008-01-17
5286.466666666667,5358.676666666667,5219.426666666666,5254.836666666666,3159833333.3333335,2008-01-18
5208.953333333333,5244.47,5043.4366666666665,5191.320000000001,3404206666.6666665,2008-01-22
5168.753333333333,5311.963333333333,5039.133333333333,5308.393333333333,2476150000.0,2008-01-23
5313.893333333333,5372.073333333334,5300.826666666667,5363.866666666667,3017366666.6666665,2008-01-24
5383.94,5421.223333333332,5277.913333333333,5287.993333333333,2625106666.6666665,2008-01-25
5287.086666666666,5363.296666666666,5247.013333333333,5362.586666666666,2137926666.6666667,2008-01-28
5367.186666666667,5410.063333333333,5343.06,5400.22,2226030000.0,2008-01-29
5396.24,5487.756666666667,5367.666666666667,5382.546666666666,2565430000.0,2008-01-30
5369.123333333334,5497.153333333333,5299.176666666667,5472.923333333333,2726013333.3333335,2008-01-31
5469.783333333333,5527.663333333333,5450.916666666667,5517.323333333334,2696843333.3333335,2008-02-01
5517.303333333333,5519.526666666668,5461.203333333334,5466.276666666668,1928043333.3333333,2008-02-04
5452.3133333333335,5457.213333333333,5303.426666666666,5303.78,2383980000.0,2008-02-05
5307.97,5360.183333333333,5259.919999999999,5268.433333333333,2222166666.6666665,2008-02-06
5259.943333333334,5332.733333333334,5229.946666666667,5292.3133333333335,2620573333.3333335,2008-02-07
5291.95,5313.923333333333,5234.900000000001,5272.756666666666,2086673333.3333333,2008-02-08
5274.8533333333335,5306.583333333333,5228.07,5299.733333333334,1977836666.6666667,2008-02-11
5305.139999999999,5393.6866666666665,5295.583333333333,5347.4366666666665,2161713333.3333335,2008-02-12
5356.153333333334,5438.763333333333,5352.496666666666,5431.126666666666,2089130000.0,2008-02-13
5431.6866666666665,5433.996666666667,5345.786666666666,5352.793333333333,2048710000.0,2008-02-14
5348.253333333333,5351.943333333334,5307.52,5340.0,1957546666.6666667,2008-02-15
5351.4766666666665,5408.44,5316.41,5330.733333333333,1953263333.3333333,2008-02-19
5324.84,5386.49,5285.169999999999,5371.463333333333,2142230000.0,2008-02-20
5377.713333333333,5408.3966666666665,5293.816666666667,5308.87,2089206666.6666667,2008-02-21
5310.64,5353.616666666668,5249.22,5345.826666666667,2068066666.6666667,2008-02-22
5345.643333333333,5430.8966666666665,5327.150000000001,5423.166666666667,2102610000.0,2008-02-25
5418.553333333333,5494.206666666666,5395.673333333333,5470.400000000001,2217156666.6666665,2008-02-26
5463.883333333334,5502.806666666666,5435.903333333334,5476.026666666668,2128320000.0,2008-02-27
5470.0,5473.493333333333,5408.02,5427.143333333333,2072630000.0,2008-02-28
5417.57,5418.483333333334,5271.32,5289.5,2394653333.3333335,2008-02-29
5288.69,5297.416666666667,5240.463333333333,5282.946666666667,2174123333.3333335,2008-03-03
5277.643333333333,5285.543333333333,5186.966666666667,5266.943333333334,2591626666.6666665,2008-03-04
5266.37,5327.956666666667,5238.316666666667,5287.166666666667,2263790000.0,2008-03-05
5284.153333333333,5286.33,5182.94,5188.41,2257216666.6666665,2008-03-06
5181.7,5216.65,5096.349999999999,5133.183333333333,2419990000.0,2008-03-07
5132.446666666667,5146.133333333333,5057.643333333333,5060.953333333334,2224756666.6666665,2008-03-10
5075.126666666667,5245.736666666667,5069.303333333333,5244.406666666667,2669150000.0,2008-03-11
5243.236666666667,5306.406666666667,5213.83,5220.96,2259850000.0,2008-03-12
5207.009999999999,5269.860000000001,5119.09,5241.61,2609613333.3333335,2008-03-13
5244.55,5264.0633333333335,5099.776666666666,5150.573333333334,2693966666.6666665,2008-03-14
5132.2,5188.083333333333,5056.333333333333,5141.953333333334,2801370000.0,2008-03-17
5156.2300000000005,5330.553333333333,5153.27,5330.553333333333,2705013333.3333335,2008-03-18
5331.536666666667,5361.3133333333335,5201.16,5202.68,2650810000.0,2008-03-19
5207.533333333334,5322.506666666667,5200.403333333334,5316.313333333333,3137450000.0,2008-03-20
5320.153333333333,5439.483333333334,5320.153333333333,5408.423333333333,2358640000.0,2008-03-24
5408.5233333333335,5425.363333333334,5367.45,5408.88,2160610000.0,2008-03-25
5404.286666666667,5405.193333333334,5339.866666666667,5362.783333333334,2068633333.3333333,2008-03-26
